QKEY,NEW_Device_Type_W19,LANGUAGE_W19,ONLSELL1_W19,ONLSELL2_A_W19,ONLSELL2_B_W19,ONLSELL2_C_W19,ONLSELL2_D_W19,ONLSELL2REF_W19,ONLSELL3_W19,ONLSELL4_W19,GIGWORK1_W19,RIDESHR_W19,GIGWORK2_A_W19,GIGWORK2_B_W19,GIGWORK2_C_W19,GIGWORK2_D_W19,GIGWORK2_E_W19,GIGWORK2REF_W19,GIGWORK3_W19,GIGWORK4_A_W19,GIGWORK4_B_W19,GIGWORK4_C_W19,GIGWORK4_D_W19,GIGWORK4_E_W19,GIGWORK4_F_W19,GIGWORK4REF_W19,GIGWORK5_W19,GIGWORK6_W19,HOMESHR1_W19,HOMESHR2_A_W19,HOMESHR2_B_W19,HOMESHR2_C_W19,HOMESHR2_D_W19,HOMESHR2_E_W19,HOMESHR2REF_W19,HOMESHR3_W19,INCCOUNT_W19,EXTRAINC_A_W19,EXTRAINC_B_W19,EXTRAINC_C_W19,EXTRAINC_D_W19,EXTRAINC_E_W19,EXTRAINCREF_W19,THOUGHTA_W19,VOTEGEN_W19,VOTEGEN2_W19,VOTEGEN3_W19,CAMPFEEL_1_W19,CAMPFEEL_2_W19,CAMPFEEL_3_W19,CAMPFEEL_4_W19,CAMPFEEL_5_W19,CAMPFEEL_6_W19,CAMPFEEL_7_W19,CAMPFEEL_8_W19,CAMPFEELREF_W19,WHOWIN_W19,CIVIC_ENG_ACTMOD_A_W19,CIVIC_ENG_ACTMOD_C_W19,CIVIC_ENG_ACTMOD_D_W19,CIVIC_ENG_ACTMOD_G_W19,CIVIC_ENG_ACTMOD_H_W19,CIVIC_ENG_ACTMOD_I_W19,CIVIC_ENG_ACTMOD_J_W19,CIVIC_ENG_ACTMOD_K_W19,CIVIC_ENG_ACTMODREF_W19,QBELIEF1_W19,POLNEWSSNSINT_W19,TALKPOLSNSINT_W19,SNSINT_A_W19,SNSINT_B_W19,SNSINT_C_W19,SNSINT_D_W19,SNSINTREF_W19,FBKNOW_W19,TWKNOW_W19,IGKNOW_W19,FBPOST1_W19,TWPOST1_W19,IGPOST1_W19,FBPOST2_W19,TWPOST2_W19,IGPOST2_W19,QBELIEF2_W19,QBELIEF3_W19,QBELIEF4_W19,ELECTFTGSNSINT_W19,TALKDISASNSINT_W19,TALKCMNSNSINT_W19,QUAL1_W19,QUAL2_W19,QUAL3_W19,QUAL4_W19,QUAL5_W19,QUAL6_W19,QUAL7_W19,QIMPACTA_W19,QIMPACTB_W19,QIMPACTC_W19,QIMPACTD_W19,QIMPACTE_W19,QCHANGE1_W19,QCHANGE3_W19,QCHANGE5_W19,QDISAGREE1_W19,RESPONSE_EXP_W19,QDISAGREE2_W19,QDISAGREE3_W19,QDISAGREE4_A_W19,QDISAGREE4_B_W19,QDISAGREE4_C_W19,QDISAGREE4_D_W19,QDISAGREE4_E_W19,QFOLLOW1_W19,QFOLLOW2_W19,QFOLLOW3_A_W19,QFOLLOW3_B_W19,QFOLLOW3_C_W19,QFOLLOW3_D_W19,QFOLLOW3_E_W19,QFOLLOW3REF_W19,TENURE_W19,F_CREGION_FINAL,F_AGECAT_FINAL,F_SEX_FINAL,F_EDUCCAT_FINAL,F_EDUCCAT2_FINAL,F_HISP_RECRUITMENT,F_RACECMB_RECRUITMENT,F_RACETHN_RECRUITMENT,F_CITIZEN_RECODE_RECRUITMENT,F_MARITAL_FINAL,F_RELIG_FINAL,F_BORN_FINAL,F_ATTEND_FINAL,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME_FINAL,F_INCOME_RECODE_FINAL,F_REG_FINAL,F_IDEO_FINAL,F_IDEOCONSISTREC_RECRUITMENT,F_INTUSER_FINAL,F_INSURANCE_FINAL,F_INT_FREQ1_FINAL,F_INT_FREQCOMB_FINAL,F_SNSUSER_FINAL,F_BBINT_RF1,WEIGHT_W19
716383,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,0,0,0, ,1,2,1, ,0,0,0,0,0,0,1,0, ,2,0,0,0,0,0,0,1,0, ,3,1,1,1,0,0,0, ,1, , ,1, , ,2, , ,3, , ,1,2,2,3,2,3,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,2,1,0,0,0,0, ,6,4,3,1,1,6,2,1,1,1,1,1,1,1,3,2,2,8,1,1,3,2,1,1,1,2,2,1,0.1726796
716386,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,2,0,0,0,0,1, ,1,2,2, ,1,0,0,0,1,1,0,0, ,2,0,0,0,0,0,0,0,1, ,3,4,4,1,0,0,0, ,3, , ,2, , ,4, , ,3, , ,2,1,1,3,1,3,3,3,2,3,1,3,3,2,2,2,2,1,1,1,1,1,1,0,1,1,0,2, , , , , , , ,5,4,3,2,1,6,2,5,4,1,5,1,1,1,2, ,2,6,2,1,3,3,1,1,1,2,1,1,0.1144992
716429,3,9,2, , , , , , , ,1, ,0,0,0,0,1, ,1,1,0,0,0,0,0, ,2,2,2, , , , , , , ,2,1,0,0,0,0, ,1,1,1, ,0,0,1,0,0,0,0,0, ,1,0,0,0,0,0,0,0,1, ,3,1,2,1,0,0,0, ,1, , ,2, , ,2, , ,1, , ,2,1,1,2,2,1,1,2,2,2,1,2,2,2,3,2,2,1,2,2,2,2, , , , , ,1,3,1,0,0,0,0, ,5,3,4,1,1,5,2,1,1,1,1,1,2,5,1, ,1,5,2,1,2,4,1,1,1,2,1,1,0.3425639
716558,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,0,0,0,0,1, ,1,2,1, ,0,0,0,0,1,1,1,0, ,2,0,0,0,0,0,0,0,1, ,3,3,4,1,1,0,0, ,1,2, ,3,2, ,4,4, ,3,3, ,2,2,1,2,2,3,1,2,3,3,1,3,3,3,3,2,2,2,1,1,1,1,1,0,1,1,0,2, , , , , , , ,4,4,2,2,2,3,2,1,1,1,1,12, ,6,4,2,2,2,3,1,3,3,1,2,1,1,1,1,2.1685296
716589,3,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,0,0,0,0,1, ,2,3, ,2,0,0,0,1,0,0,0,0, ,2,0,0,1,0,0,0,1,0, ,3,2,3,1,0,0,0, ,1, , ,2, , ,3, , ,3, , ,2,1,2,3,3,3,3,3,3,3,2,2,2,2,3,2,2,1,1,2,1,2,0,0,1,0,0,2, , , , , , , ,4,4,3,2,1,5,2,1,1,1,6,12, ,6,2, ,2,6,2,1,4,1,1,1,1,2,1,1,1.552763
716777,1,9,1,1,0,0,0, ,3,4,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,0,0,0,0, ,1,1,1, ,1,0,0,0,0,0,0,0, ,1,0,0,0,1,1,0,0,0, ,1,1,4,1,1,1,1, ,1,2,1,3,3,4,4,4,4,1,4,4,3,2,2,2,2,3,1,3,3,3,1,2,2,1,2,2,2,2,1,2,2,2, , , , , ,1,1, , , , , , ,6,4,2,1,1,6,2,1,1,1,1,1,1,2,1, ,1,7,1,1,1,4,1,1,1,1,1,1,0.5086205
716854,3,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,0,0,0, ,1,2,1, ,0,0,1,0,0,0,0,0, ,2,0,0,0,0,1,0,1,0, ,3,1,2,0,1,1,0, , ,2,2, ,3,4, ,4,4, ,4,4,2,2,2,2,2,1,1,2,2,2,1,1,2,1,3,99,2,1,1,1,2,2, , , , , ,1,1, , , , , , ,6,3,2,2,1,6,2,5,4,1,1,14, ,2,2, ,2,8,1,1,5,1,1,1,1,2,1,1,0.4769684
716864,5,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,2,0,0,0,0,1, ,2,3, ,2,0,0,0,0,1,1,0,0, ,99,0,0,0,0,0,0,0,1, ,4,4,4,0,0,0,0,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,1,3,1,2,2,2,1,4,12,2,5,2, ,2,3,3,2,3,3,0,1,6,9,2,1,3.2272286
717055,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,0,0,0,0,1, ,2,3, ,1,0,0,0,0,0,1,1,0, ,2,0,0,0,0,0,0,1,0, ,3,2,3,1,0,0,0, ,1, , ,2, , ,4, , ,3, , ,3,2,2,2,2,1,1,2,1,2,1,2,2,2,3,2,2,1,1,1,1,2,1,0,0,0,0,1,1, , , , , , ,3,1,2,1,1,6,2,1,1,1,1,2,2,2,4,1,1,7,1,1,2,4,1,1,1,2,1,1,1.0717975
717297,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,0,0,0,0,1, ,1,1,1, ,0,0,0,0,1,1,0,0, ,1,0,0,0,0,0,0,1,0, ,3,3,2,1,0,1,0, ,1, ,1,3, ,3,2, ,4,3, ,3,3,2,2,3,3,2,3,3,3,3,1,3,2,1,3,2,2,2,1,2,2,2, , , , , ,1,3,1,0,0,0,0, ,6,3,3,2,2,3,2,1,1,1,3,1,1,2,1, ,1,7,1,1,2,3,1,1,1,2,1,1,0.4088073
717310,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,0,0,0, ,1,1,1, ,0,0,0,1,1,1,1,0, ,2,0,0,0,0,0,0,0,1, ,3,2,4,1,0,0,0, ,3, , ,3, , ,4, , ,3, , ,3,2,2,2,2,2,1,2,2,2,1,2,1,2,3,2,2,1,1,1,2,2, , , , , ,2, , , , , , , ,6,2,2,2,3,2,2,1,1,1,1,12, ,6,1, ,1,2,3,1,3,3,1,2,1,2,1,1,1.4212305
717401,2,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,0,0,1,0,0, ,1,1,1, ,0,0,0,0,0,0,1,0, ,2,0,0,0,0,0,0,0,1, ,3,1,3,1,0,0,0, ,1, , ,3, , ,4, , ,3, , ,3,2,2,2,3,2,1,1,2,3,2,2,3,2,3,2,2,2,1,2,2,2, , , , , ,2, , , , , , , ,5,1,3,2,2,3,2,1,1,1,3,2,2,4,1, ,1,6,2,1,2,5,1,1,1,3,1,1,1.0391261
717666,5,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,5,1,0,0,0,0, ,1,2,2, ,1,0,0,0,1,1,0,0, ,2,0,0,0,0,0,0,0,1, ,3,1,4,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,2,3,1,2,1,1,1,3,12, ,5,2, ,2,1,3,1,1,3,1,2,6,9,1,2,3.1599783
717762,1,9,1,1,1,0,0, ,3,3,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,0,0,0,0, ,2,1,1, ,0,0,0,0,1,1,1,0, ,2,0,0,0,0,0,0,0,1, ,1,2,3,1,0,1,1, ,1, ,3,2, ,4,4, ,4,1, ,4,3,2,2,3,3,3,3,3,3,3,2,2,1,2,2,2,2,2,1,2,1,1,0,1,0,0,1,2, , , , , , , ,4,4,1,2,1,5,2,1,1,1,2,12,2,5,1, ,1,6,2,1,2,4,1,1,1,2,1,1,0.8790898
718173,3,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,0,0,0,0,1, ,1,1,1, ,0,1,0,0,0,0,0,0, ,1,0,0,1,1,1,0,1,0, ,1,1,1,1,1,0,0, ,2,2, ,1,1, ,1,1, ,1,3, ,1,2,2,2,2,1,1,2,1,2,1,2,2,1,2,2,2,1,2,2,1,1,0,0,0,1,0,1,3,1,0,1,0,0, ,6,4,3,1,1,6,2,1,1,1,1,5, ,5,1, ,1,9,1,1,1,4,1,1,1,2,1,1,0.2289175
718183,2,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,3,0,0,0,0,1, ,1,3, ,2,0,0,0,0,0,1,1,0, ,2,0,0,0,0,1,1,0,0, ,1,2,4,0,0,0,0,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , , ,6,4,4,2,1,5,2,1,1,1,3,1,2,5,2, ,2,7,1,1,4,3,1,1,5,8,2,1,1.0197857
718195,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,0,0,1,0,0, ,1,3, ,1,0,0,0,0,1,1,1,0, ,2,1,1,0,0,0,1,0,0, ,1,2,3,0,0,1,0, , , ,1, , ,2, , ,4, , ,3,1,2,2,2,1,2,2,2,3,1,3,3,2,3,3,2,2,2,1,1,2,2, , , , , ,1,1, , , , , , ,6,4,1,1,2,3,1,5,3,1,6,12, ,6,2, ,2,6,2,1,4,2,1,1,1,1,1,1,0.9588501
718268,3,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,0,0,0, ,1,2,1, ,1,0,0,0,0,0,0,0, ,2,0,0,0,1,1,1,1,0, ,3,3,1,1,0,0,0, ,3, , ,1, , ,3, , ,3, , ,1,1,1,3,3,3,1,2,1,2,3,1,3,1,3,1,1,1,2,2,1,1,0,0,1,0,0,1,1, , , , , , ,6,3,2,2,1,6,2,1,1,1,1,9, ,6,3,2,2,3,3,1,5,1,1,2,1,1,1,1,0.7911047
718333,5,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,0,0,0,0,1, ,1,2,1, ,0,0,0,0,0,0,1,0, ,2,1,0,0,1,0,0,0,0, ,3,4,4,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,6,2,3,4,1,6,6, ,6,2, ,2,1,3,1,3,2,1,1,1,2,1,1,1.5572851
718527,3,9,1,0,0,0,1, ,3,4,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,2,0,0,0,0,1, ,1,3, ,1,0,0,0,0,0,1,0,0, ,2,0,0,0,1,0,0,0,0, ,3,1,4,1,0,0,0, ,1, , ,2, , ,4, , ,3, , ,3,2,1,2,2,3,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2, , , , , ,2, , , , , , , ,6,2,3,1,1,6,2,1,1,1,1,3,1,1,3,1,1,8,1,1,2,3,1,1,1,2,1,1,0.141241
718594,3,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,3,0,0,0,0,1, ,1,2,1, ,0,0,0,0,1,1,1,0, ,1,1,0,0,1,1,1,1,0, ,3,1,1,1,0,1,0, ,3, ,3,1, ,3,1, ,4,3, ,4,1,1,2,2,2,3,1,2,2,3,2,1,2,2,2,2,2,1,2,2,1,1,0,0,0,1,0,1,1, , , , , , ,6,4,3,1,2,3,2,1,1,1,3,10, ,6,2, ,2,5,2,1,4,1,1,1,1,2,1,1,0.1760966
718605,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,3,0,0,0,0,1, ,1,2,1, ,0,0,0,0,1,1,1,0, ,2,0,0,0,0,0,0,0,1, ,1,1,2,1,0,0,0, ,1, , ,2, , ,3, , ,4, , ,2,2,2,3,2,3,3,3,2,2,2,2,2,1,2,2,2,2,1,2,2,2, , , , , ,2, , , , , , , ,5,1,2,2,3,2,2,1,1,1,2,12,2,5,2, ,2,2,3,1,4,3,1,1,1,4,1,1,2.3904097
718607,3,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,0,0,0,0, ,2,1,1, ,0,0,0,0,0,1,0,0, ,2,0,0,0,0,0,0,0,1, ,4,3,3,1,0,0,0, ,1, , ,2, , ,4, , ,1, , ,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,1,1,2,2, , , , , ,2, , , , , , , ,6,2,3,1,3,2,2,1,1,1,1,2,2,2,3,99,3,7,1,1,2,4,1,1,1,2,1,1,0.3696574
718655,3,9,1,0,1,0,0, ,1,2,1, ,0,0,0,0,1, ,1,1,1,0,0,1,0, ,2,2,2, , , , , , , ,2,1,0,0,0,0, ,1,3, ,1,0,0,0,0,0,1,0,0, ,99,0,0,0,0,0,0,1,0, ,1,1,3,1,0,0,0, ,1, , ,1, , ,3, , ,3, , ,2,2,2,2,2,2,1,2,2,3,1,2,1,1,3,1,2,1,1,2,1,1,1,1,1,1,0,2, , , , , , , ,6,2,3,1,1,5,2,1,1,1,1,1,2,2,4,1,1,6,2,1,2,3,1,1,1,2,1,1,0.3144052
718806,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,0,0,0, ,2,3, ,2,0,0,0,0,1,1,1,0, ,1,0,0,0,0,0,0,0,1, ,3,3,4,0,1,0,0, , ,2, , ,3, , ,4, , ,4, ,3,2,2,3,2,3,3,2,3,3,3,2,2,1,2,2,2,2,1,2,2,2, , , , , ,2, , , , , , , ,6,1,2,2,2,4,2,1,1,1,1,1,2,5,2, ,2,8,1,1,3,3,1,1,1,3,1,1,0.847898
718928,2,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,2,0,1,0,0,0, ,1,1,1, ,1,1,1,0,0,0,0,0, ,1,0,0,0,0,1,1,0,0, ,1,1,4,0,0,0,0,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , , ,6,2,3,1,3,2,2,1,1,1,1,1,1,4,3,1,1,4,2,2,2,2,1,1,2,5,1,1,0.7580344
719050,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,1,0,0,0, ,1,2,1, ,1,0,0,0,0,1,0,0, ,2,0,0,0,0,0,0,0,1, ,3,2,3,1,0,0,0, ,3, , ,2, , ,3, , ,1, , ,3,1,1,1,3,1,3,1,2,1,1,1,2,1,2,1,2,2,1,1,2,2, , , , , ,2, , , , , , , ,4,3,2,2,1,5,2,2,2,1,1,1,1,2,2, ,2,6,2,3,4,3,1,1,1,2,1,1,0.4740488
719124,1,9,1,1,0,0,0, ,3,3,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,0,0,0,0, ,1,1,1, ,1,1,1,0,1,1,1,0, ,1,0,0,0,0,0,0,0,1, ,3,3,3,1,1,0,0, ,1,1, ,1,2, ,4,4, ,3,3, ,2,2,2,2,2,2,1,1,2,2,1,1,1,3,3,2,2,1,1,2,1,1,1,0,1,0,0,2, , , , , , , ,6,2,3,1,1,5,2,1,1,1,1,1,2,2,3,1,1,7,1,1,2,5,1,1,1,2,1,1,0.3077027
719411,3,9,1,0,1,0,0, ,3,2,1, ,0,0,0,0,1, ,3,0,1,1,1,0,0, ,2,2,2, , , , , , , ,1,0,0,1,0,0, ,2,2,1, ,0,0,0,0,1,1,1,0, ,2,0,0,0,0,0,0,0,1, ,3,2,3,1,0,0,0, ,1, , ,2, , ,4, , ,3, , ,3,2,2,2,2,2,3,3,2,2,1,3,1,1,3,2,2,1,1,1,2,2, , , , , ,2, , , , , , , ,4,2,1,2,1,5,2,1,1,1,6,1,2,2,2, ,2,1,3,3,5,3,1,1,1,2,1,1,1.1197413
719430,3,9,1,1,0,1,0, ,3,2,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,0,0,0, ,1,3, ,2,0,0,0,0,1,1,1,0, ,2,0,0,0,0,0,0,0,1, ,3,1,2,1,1,0,0, ,1,2, ,2,3, ,3,4, ,3,3, ,2,1,1,2,2,3,1,2,2,3,3,2,3,2,2,2,1,2,2,2,2,2, , , , , ,2, , , , , , , ,6,2,3,2,2,3,2,1,1,1,1,1,1,2,3,1,1,7,1,1,4,3,1,1,1,2,1,1,0.4333733
719526,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,0,0,0, ,1,2,1, ,0,0,0,0,0,0,1,0, ,2,0,0,0,1,0,0,0,0, ,3,4,4,0,0,0,0,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , , ,6,2,3,2,1,6,2,1,1,1,2,2,2,5,2, ,2,8,1,1,3,2,1,1,1,2,1,1,0.2563087
719645,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,0,0,0,0,0,1, ,4,3, ,2,0,0,0,0,0,1,0,0, ,2,0,0,0,0,0,0,0,1, ,4,3,4,1,0,0,0, ,3, , ,4, , ,4, , ,4, , ,2,2,2,3,2,3,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,2, , , , , ,2, , , , , , , ,4,1,3,2,3,1,1,1,3,1,6,1,2,5,99,99,3,1,3,3,1,2,1,1,1,4,1,2,0.9257057
719810,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,0,0,0, ,1,1,1, ,1,1,1,0,0,0,1,0, ,1,0,0,0,0,0,0,0,1, ,1,2,4,1,0,0,0, ,1, , ,2, , ,4, , ,1, , ,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2, , , , , ,1,1, , , , , , ,3,2,3,1,2,4,2,1,1,1,1,1,1,2,1, ,1,8,1,1,2,5,1,1,1,3,1,1,0.4644418
719892,3,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,3,1,0,0,0,0, ,1,2,1, ,0,0,0,0,1,1,1,0, ,2,1,0,1,0,1,0,0,0, ,3,3,4,1,1,0,0, ,1,3, ,3,2, ,4,4, ,3,3, ,3,2,2,2,2,2,1,2,2,2,1,2,3,3,3,2,2,1,1,2,1,2,0,1,1,0,0,2, , , , , , , ,6,2,4,1,1,6,2,1,1,1,1,2,2,5,2, ,2,8,1,1,4,1,1,1,1,3,1,1,0.0838117
720178,1,9,1,0,0,0,1, ,2,1,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,0,0,0, ,2,2,1, ,0,0,0,0,1,0,0,0, ,2,0,0,0,0,0,0,1,0, ,1,1,2,1,0,1,0, ,1, ,1,3, ,4,2, ,4,1, ,1,2,2,2,2,2,2,1,2,2,2,2,3,1,2,2,2,2,1,2,1,1,1,1,1,1,1,0,2, , , , , , , ,4,4,2,2,1,6,2,1,1,1,1,1,1,2,2, ,2,6,2,1,4,1,1,1,1,3,1,1,0.5659244
720266,5,9,2, , , , , , , ,99, , , , , , , , , , , , , , , , , ,2, , , , , , , ,1,0,0,0,0,1, ,1,1,1, ,0,0,1,0,0,0,0,0, ,1,0,0,0,0,0,1,0,0, ,3,4,4,0,0,0,0,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,1,2,3,2,1,1,1,2,1,1,2,1, ,1,1,3,2,2,4,1,1,5,8,2,2,3.1555605
720346,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,0,0,0,0,1, ,2,2,1, ,0,0,0,1,1,1,0,0, ,2,0,0,0,0,0,0,0,1, ,2,2,2,1,0,0,0, ,3, , ,2, , ,4, , ,3, , ,3,1,2,2,2,3,1,2,2,3,1,1,2,1,2,2,2,1,1,1,2,2, , , , , ,2, , , , , , , ,5,3,2,1,2,3,2,2,2,1,3,12, ,4,2, ,2,4,2,2,4,3,1,1,3,6,1,1,4.7784372
720374,3,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,3,0,0,0,0,1, ,1,1,1, ,0,0,0,0,1,0,0,0, ,1,0,0,0,0,1,0,0,0, ,1,2,4,0,0,0,1, , , , , , , , , , , , , ,3,1,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,2,2, , , , , ,2, , , , , , , ,6,4,4,2,3,2,2,1,1,1,5,1,2,2,1, ,1,5,2,1,2,4,1,1,2,5,2,2,0.4642576
720429,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,0,0,0, ,2,2,2, ,0,0,0,0,1,1,0,0, ,2,0,0,0,0,0,0,0,1, ,2,3,4,1,1,1,1, ,1,2,3,1,2,4,4,4,4,2,4,4,2,2,2,2,2,1,1,3,2,2,1,2,3,2,3,2,2,1,1,1,1,1,1,1,0,0,0,2, , , , , , , ,5,1,2,1,1,5,2,1,1,1,1,9, ,6,2, ,2,8,1,1,4,3,1,1,1,1,1,1,0.3192793
720440,3,9,1,0,0,0,1, ,3,4,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,0,0,0,0,1, ,1,1,1, ,0,0,0,0,1,1,1,0, ,1,0,0,0,0,0,0,0,1, ,3,3,4,1,0,0,0, ,1, , ,1, , ,4, , ,3, , ,2,2,1,2,2,2,1,1,2,2,1,3,3,3,3,2,2,2,1,2,1,1,0,0,0,1,1,2, , , , , , , ,5,1,1,1,2,3,2,1,1,1,6,9, ,6,3,1,1,7,1,1,2,3,1,1,1,2,1,1,2.9651155
720654,1,9,2, , , , , , , ,2,1, , , , , , ,2,1,0,0,0,0,0, ,1,1,1,0,1,0,0,0, ,2,1,0,1,0,0,0, ,3,1,1, ,0,0,0,0,0,1,0,0, ,1,0,0,0,0,0,0,1,0, ,99,2,2,0,0,0,1, , , , , , , , , , , , , ,2,1,1,1,2,3,1,1,1,1,1,2,2,2,2,1,1,2,1,2,1,99,0,1,0,0,0,1,1, , , , , , ,2,1,1,1,3,2,2,1,1,1,6,9, ,6,4,2,2,1,3,2,3,3,1,1,1,1,1,1,1.2777252
720777,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,0,0,0,0,1, ,3,3, ,1,0,0,0,0,0,0,1,0, ,1,0,0,0,0,0,0,0,1, ,4,3,4,1,0,0,1, ,3, , ,3, , ,4, , ,3, , ,3,2,2,3,3,3,3,3,3,3,2,2,3,2,3,99,99,99,99,1,2,2, , , , , ,2, , , , , , , ,2,4,3,2,2,3,1,1,3,1,3,3,2,5,1, ,1,2,3,1,2,2,1,1,1,2,1,1,1.7102395
720786,3,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,0,0,0, ,1,1,1, ,1,0,0,0,0,0,0,0, ,1,0,0,0,0,1,0,1,0, ,3,1,1,1,0,0,0, ,3, , ,1, , ,1, , ,3, , ,1,1,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2, , , , , ,1,1, , , , , , ,4,4,3,1,2,3,1,5,3,1,1,1,1,1,1, ,1,8,1,1,1,5,1,1,1,3,1,1,0.3321911
720793,3,9,1,0,0,1,1, ,1,1,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,4,1,0,0,0,0, ,1,2,1, ,0,0,0,0,1,1,0,0, ,2,1,0,1,1,1,1,1,0, ,3,1,1,1,0,0,0, ,1, , ,2, , ,2, , ,3, , ,3,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,1,1,1, , , , , , ,5,4,3,2,1,5,2,1,1,1,2,11, ,5,4,2,2,9,1,1,5,2,1,1,1,3,1,1,1.1900471
720853,3,9,2, , , , , , , ,1, ,0,1,1,1,0, ,1,0,0,0,1,0,0, ,2,1,2, , , , , , , ,3,1,0,1,0,0, ,1,2,1, ,1,1,1,1,1,1,0,0, ,2,0,0,0,0,0,1,0,0, ,1,3,4,0,0,0,1, , , , , , , , , , , , , ,3,99,99,3,2,3,3,3,3,1,2,2,2,2,2,2,99,2,1,1,2,2, , , , , ,2, , , , , , , ,6,3,3,1,1,5,2,2,2,1,1,1,1,5,2, ,2,4,2,1,4,1,1,1,1,3,1,2,0.1365774
